url,summer,winter,fall,spring,belowten,tentothirty,thirtytofifty,fiftytoseventy,seventytoninety,aboveninety,casual,business,party,summer_avg,summer_num,winter_avg,winter_num,fall_avg,fall_num,spring_avg,spring_num,belowten_avg,belowten_num,tentothirty_avg,tentothirty_num,thirtytofifty_avg,thirtytofifty_num,fiftytoseventy_avg,fiftytoseventy_num,seventytoninety_avg,seventytoninety_num,aboveninety_avg,aboveninety_num,casual_avg,casual_num,business_avg,business_num,party_avg,party_num
https://s-media-cache-ak0.pinimg.com/564x/d5/44/84/d5448479c507ad0b4acbbab011e107ad.jpg,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.75,4,0,0,9.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/cf/4c/f5/cf4cf59a9a488cff06df1baccccb506a.jpg,1,0,0,0,0,0,0,0,1,1,0,0,1,9.999,1,0,0,0,0,0,0,0,0,9.999,2,0,0,0,0,0,0,9,1,0,0,0,0,9.999,1
https://s-media-cache-ak0.pinimg.com/564x/fd/7e/a7/fd7ea71ea8416254719be6db5839c223.jpg,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,9,2,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/08/0e/62/080e62c90e0611f7aebda4a7fe2d1d80.jpg,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9.999,2,0,0,9.667,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1
https://s-media-cache-ak0.pinimg.com/564x/67/3d/85/673d8530420d9bf0bd735ded1f6026c1.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,9,1,0,0,0,0,9.666,3,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0
http://i.kinja-img.com/gawker-media/image/upload/kif9urvsgtzuhwylfnll.jpg,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/236x/1c/1b/48/1c1b4859d8cc91667e9013d7940dc3f9.jpg,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.999,1,0,0,0,0,5,1,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/bb/8a/e8/bb8ae8e7e109f01c911e8dad11e84736.jpg,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/b8/68/b3/b868b3b22d15de8d18047f927d7a796f.jpg,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1
https://s-media-cache-ak0.pinimg.com/236x/d5/06/ba/d506ba6cfd88d983b2accf359e1878cb.jpg,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,7,1,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/a8/80/63/a88063e945ee5bf1d932843c585a0f3d.jpg,1,0,0,1,0,0,0,0,1,0,1,0,1,5,1,0,0,0,0,4,1,0,0,2,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/f4/ec/0b/f4ec0b04191b81c5a585568130ef951b.jpg,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://sev.h-cdn.co/assets/cm/15/09/54eec054656b9_-_web-jscollection-long-dresses-564325_s2-92675355.jpg,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://s-media-cache-ak0.pinimg.com/564x/04/e3/17/04e31780937f799ba9251174b3d4e5bb.jpg,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,9.999,1
